종목코드,종목명,시장구분,소속부,종가,대비,등락률,시가,고가,저가,거래량,거래대금,시가총액,상장주식수
"357550","석경에이티","KOSDAQ","기술성장기업부","19900","-350","-1.73","20300","20400","19800","41036","822153700","108554500000","5455000"
"003100","선광","KOSDAQ","우량기업부","39300","100","0.26","39150","39400","38700","47309","1840212650","259380000000","6600000"
"123420","선데이토즈","KOSDAQ","우량기업부","23300","250","1.08","23050","23650","23000","65146","1519167450","222977318600","9569842"
"007610","선도전기","KOSPI",,"3920","10","0.26","3910","3935","3880","138491","541720615","70560000000","18000000"
"067370","선바이오","KONEX","일반기업부","35500","600","1.72","35400","35700","34600","9438","331869300","409942675500","11547681"
"171090","선익시스템","KOSDAQ","우량기업부","24300","150","0.62","24800","26300","24100","3109227","78592475050","219414395700","9029399"
"136490","선진","KOSPI",,"17600","-100","-0.56","17650","17800","17300","104546","1830468200","418521030400","23779604"
"086710","선진뷰티사이언스","KOSDAQ","중견기업부","19400","150","0.78","19300","19750","19200","57569","1120379600","118643610000","6115650"
"014620","성광벤드","KOSDAQ","중견기업부","9780","240","2.52","9690","9830","9520","332748","3236355930","279708000000","28600000"
"037350","성도이엔지","KOSDAQ","우량기업부","6290","100","1.62","6190","6300","6150","101969","634205600","97306300000","15470000"
"014910","성문전자","KOSPI",,"2420","5","0.21","2430","2430","2390","208680","503612730","47158193940","19486857"
"014915","성문전자우","KOSPI",,"10450","350","3.47","10050","10450","9970","36986","392167290","6270000000","600000"
"003080","성보화학","KOSPI",,"5340","180","3.49","5160","5400","5150","480560","2550854750","106906800000","20020000"
"004980","성신양회","KOSPI",,"12200","-200","-1.61","12400","12450","12100","309982","3795357600","299096090600","24516073"
"004985","성신양회우","KOSPI",,"16850","100","0.60","16550","17100","16400","21557","360045300","12395618250","735645"
"011300","성안","KOSPI",,"787","0","0.00","0","0","0","0","0","44747135820","56857860"
"081580","성우전자","KOSDAQ","중견기업부","3245","-20","-0.61","3230","3250","3205","92559","298777195","50323924035","15508143"
"045300","성우테크론","KOSDAQ","중견기업부","5710","-20","-0.35","5810","5850","5700","183577","1058543770","54739765790","9586649"
"015750","성우하이텍","KOSDAQ","우량기업부","7220","310","4.49","6850","7270","6780","3884359","27508696560","577600000000","80000000"
"000180","성창기업지주","KOSPI",,"2900","50","1.75","2845","2915","2845","435544","1258880120","202279640000","69751600"
"080470","성창오토텍","KOSDAQ","중견기업부","9520","-50","-0.52","9570","9640","9490","51755","493812320","69496000000","7300000"
"043260","성호전자","KOSDAQ","벤처기업부","1635","60","3.81","1580","1640","1575","693730","1117958700","87317802840","53405384"
"148150","세경하이테크","KOSDAQ","우량기업부","21150","250","1.20","20950","21350","20850","65725","1388927250","248385600000","11744000"
"002420","세기상사","KOSPI",,"6160","0","0.00","0","0","0","0","0","25107667200","4075920"
"053060","세동","KOSDAQ","중견기업부","1850","15","0.82","1835","1885","1815","433524","796259940","23419162950","12659007"
"017510","세명전기","KOSDAQ","중견기업부","4965","5","0.10","4960","4995","4910","81000","400305200","75696390000","15246000"
"004360","세방","KOSPI",,"14250","0","0.00","14250","14250","14050","75339","1066401500","275148832500","19308690"
"004365","세방우","KOSPI",,"8420","20","0.24","8400","8460","8400","6384","53858090","31063485000","3689250"
