,회사명,종합등급,환경,사회,지배구조,연도
1354,두산,B+,B+,A,B,2022
1355,두산,B+,A,A+,B,2023
1356,두산,B+,A,A+,B,2024
1357,두산로보틱스,NAN,NAN,NAN,NAN,2024
1358,두산밥캣,B+,D,A,A,2020
1359,두산밥캣,B+,C,A,A,2021
1360,두산밥캣,B+,B,A,B+,2022
1361,두산밥캣,A,B,A,A,2023
1362,두산밥캣,A,B,A,A,2024
1363,두산에너빌리티,A,A,A+,B+,2020
1364,두산에너빌리티,A,A+,A,B+,2021
1365,두산에너빌리티,B,B+,A,C,2022
1366,두산에너빌리티,B+,A,A+,B,2023
1367,두산에너빌리티,B+,A,A+,B,2024
1368,두산퓨얼셀,B+,B,A,A,2021
1369,두산퓨얼셀,B+,B+,A+,B,2022
1370,두산퓨얼셀,A,B+,A+,A,2023
1371,두산퓨얼셀,A,B+,A+,A,2024
1372,두올,B,C,B,B+,2020
1373,두올,B,C,B,B+,2021
1374,두올,D,D,C,C,2022
1375,두올,C,C,B,D,2023
1376,두올,C,C,B,D,2024
1377,드림텍,C,C,C,B+,2021
1378,드림텍,D,D,D,C,2022
1379,드림텍,C,C,C,B+,2023
1380,드림텍,C,C,C,B+,2024
1381,디씨엠,C,C,C,B,2020
1382,디씨엠,C,D,C,B+,2021
1383,디씨엠,C,D,C,B,2022
1384,디씨엠,C,D,C,B,2023
1385,디씨엠,C,D,C,B,2024
1386,디아이,B,B,B,B,2020
1387,디아이,B,D,B,B+,2021
1388,디아이,D,D,C,D,2022
1389,디아이,D,C,C,D,2023
1390,디아이,D,C,C,D,2024
1391,디아이동일,D,D,C,C,2020
1392,디아이동일,C,D,C,B+,2021
1393,디아이동일,D,D,C,C,2022
1394,디아이동일,D,D,D,C,2023
1395,디아이동일,D,D,D,C,2024
1396,디아이씨,C,C,B,C,2020
1397,디아이씨,C,C,C,B,2021
1398,디아이씨,D,D,C,D,2022
1399,디아이씨,D,C,C,D,2023
1400,디아이씨,D,C,C,D,2024
1401,디와이,C,C,C,B+,2020
1402,디와이,B,C,C,B+,2021
1403,디와이,C,D,D,B+,2022
1404,디와이,C,D,C,B,2023
1405,디와이,C,D,C,B,2024
1406,디와이파워,C,D,B,B,2020
1407,디와이파워,B,C,C,B+,2021
1408,디와이파워,C,D,D,B,2022
1409,디와이파워,C,C,D,C,2023
1410,디와이파워,C,C,D,C,2024
1411,락앤락,C,C,B+,C,2020
1412,락앤락,C,C,C,B+,2021
1413,락앤락,B,B,B+,B,2022
1414,락앤락,C,C,C,B,2023
1415,락앤락,C,C,C,B,2024
1416,롯데관광개발,C,D,B,C,2020
1417,롯데관광개발,B,D,B,B,2021
1418,롯데관광개발,D,D,C,D,2022
1419,롯데관광개발,D,D,C,D,2023
1420,롯데관광개발,D,D,C,D,2024
1421,롯데렌탈,B+,A,A,B,2023
1422,롯데렌탈,B+,A,A,B,2024
1423,롯데손해보험,B+,C,A,A,2020
1424,롯데손해보험,A,B,A+,A,2021
1425,롯데손해보험,B+,B,B+,B+,2022
1426,롯데손해보험,B+,B,B+,B+,2023
1427,롯데손해보험,B+,B,B+,B+,2024
1428,롯데쇼핑,A,A,A+,A,2020
1429,롯데쇼핑,A,A,A+,A,2021
1430,롯데쇼핑,A,A,A+,A,2022
1431,롯데쇼핑,A,A,A+,A,2023
1432,롯데쇼핑,A,A,A+,A,2024
1433,롯데에너지머티리얼즈,C,B,C,C,2020
1434,롯데에너지머티리얼즈,C,C,C,B,2021
1435,롯데에너지머티리얼즈,D,D,D,D,2022
1436,롯데에너지머티리얼즈,C,B,B,C,2023
1437,롯데에너지머티리얼즈,C,B,B,C,2024
1438,롯데웰푸드,A,A,A+,B+,2020
1439,롯데웰푸드,A,A,A,A,2021
1440,롯데웰푸드,A,B,A,A,2022
1441,롯데웰푸드,B+,B+,A,B+,2023
1442,롯데웰푸드,B+,B+,A,B+,2024
1443,롯데이노베이트,A,B+,A,A,2020
1444,롯데이노베이트,A,A,A,A,2021
1445,롯데이노베이트,A,A,A,A,2022
1446,롯데이노베이트,A,A,A+,A,2023
1447,롯데이노베이트,A,A,A+,A,2024
1448,롯데정밀화학,A,A,A+,A,2020
1449,롯데정밀화학,A,A,A+,A,2021
1450,롯데정밀화학,A,A,A+,A,2022
1451,롯데정밀화학,A+,A+,A+,A,2023
1452,롯데정밀화학,A+,A+,A+,A,2024
1453,롯데지주,B+,B,A,B,2020
1454,롯데지주,A,B+,A+,A,2021
1455,롯데지주,A,A,A+,B+,2022
1456,롯데지주,A,A,A+,A,2023
1457,롯데지주,A,A,A+,A,2024
1458,롯데칠성음료,B+,B+,A,B+,2020
1459,롯데칠성음료,A,B+,A+,A,2021
1460,롯데칠성음료,B+,A,A,B,2022
1461,롯데칠성음료,A,A+,A,B+,2023
1462,롯데칠성음료,A,A+,A,B+,2024
1463,롯데케미칼,B+,B,A,A,2020
1464,롯데케미칼,A,B,A+,A,2021
1465,롯데케미칼,A,B+,A+,A,2022
1466,롯데케미칼,B+,A,A+,B,2023
1467,롯데케미칼,B+,A,A+,B,2024
1468,롯데푸드,A,B+,A+,B+,2020
1469,롯데푸드,A,B+,A,A,2021
1470,롯데하이마트,A,B+,A+,A,2020
1471,롯데하이마트,A,A,A+,A,2021
1472,롯데하이마트,A,A,A+,A,2022
1473,롯데하이마트,A,A,A+,A,2023
1474,롯데하이마트,A,A,A+,A,2024
1475,마니커,C,D,B+,C,2020
1476,마니커,C,D,B,B,2021
1477,마니커,D,D,D,D,2022
1478,마니커,D,D,D,C,2023
1479,마니커,D,D,D,C,2024
1480,만호제강,C,C,B,B,2020
1481,만호제강,C,C,C,B+,2021
1482,만호제강,C,D,C,B+,2022
1483,만호제강,C,C,C,B+,2023
1484,만호제강,C,C,C,B+,2024
1485,맵스리얼티1,NAN,NAN,NAN,NAN,2021
1486,맵스리얼티1,NAN,NAN,NAN,NAN,2022
1487,맵스리얼티1,NAN,NAN,NAN,NAN,2023
1488,맵스리얼티1,NAN,NAN,NAN,NAN,2024
1489,메리츠금융지주,B+,D,B+,A,2020
1490,메리츠금융지주,B+,D,B+,A,2021
1491,메리츠금융지주,B,C,C,B+,2022
1492,메리츠금융지주,B+,B,A,B+,2023
1493,메리츠금융지주,B+,B,A,B+,2024
1494,메리츠금융지주,B+,B,A,B+,2024
1495,메리츠금융지주,B+,B,A,B+,2024
1496,메리츠금융지주,B+,B,A,B+,2024
1497,메리츠증권,B+,B,A,B+,2020
1498,메리츠증권,B+,C,A,B+,2021
1499,메리츠증권,B+,C,A,B+,2022
1500,메리츠증권,NAN,NAN,NAN,NAN,2023
1501,메리츠증권,NAN,NAN,NAN,NAN,2024
1502,메리츠증권,NAN,NAN,NAN,NAN,2024
1503,메리츠증권,NAN,NAN,NAN,NAN,2024
1504,메리츠증권,NAN,NAN,NAN,NAN,2024
1505,메리츠화재,B,D,B+,B+,2020
1506,메리츠화재,B,D,B+,B+,2021
1507,메리츠화재,B,C,B,B+,2022
1508,메타랩스,C,D,B,B,2020
1509,메타랩스,C,D,C,B+,2021
1510,메타랩스,D,D,D,D,2022
1511,메타랩스,D,D,D,D,2023
1512,메타랩스,D,D,D,D,2024
1513,메타랩스,D,D,D,D,2024
1514,메타랩스,D,D,D,D,2024
1515,메타랩스,D,D,D,D,2024
1516,메타케어,C,D,C,B,2020
1517,메타케어,B,D,B,B,2021
1518,메타케어,D,D,D,D,2022
1519,메타케어,D,D,D,C,2023
1520,메타케어,D,D,D,C,2024
1521,메타케어,D,D,D,C,2024
1522,메타케어,D,D,D,C,2024
1523,메타케어,D,D,D,C,2024
1524,명문제약,C,D,B,B,2020
1525,명문제약,B,D,B,B+,2021
1526,명문제약,D,D,D,C,2022
1527,명문제약,C,D,D,B,2023
1528,명문제약,C,D,D,B,2024
1529,명문제약,C,D,D,B,2024
1530,명문제약,C,D,D,B,2024
1531,명문제약,C,D,D,B,2024
1532,명신산업,NAN,NAN,NAN,NAN,2021
1533,명신산업,D,D,D,D,2022
1534,명신산업,D,C,C,D,2023
1535,명신산업,D,C,C,D,2024
1536,명신산업,D,C,C,D,2024
1537,명신산업,D,C,C,D,2024
1538,명신산업,D,C,C,D,2024
1539,모나리자,B,B,B,B,2020
1540,모나리자,B,B,C,B,2021
1541,모나리자,D,D,C,D,2022
1542,모나리자,B+,B+,A,B,2023
1543,모나리자,B+,B+,A,B,2024
1544,모나리자,B+,B+,A,B,2024
1545,모나리자,B+,B+,A,B,2024
1546,모나리자,B+,B+,A,B,2024
1547,모나미,C,D,C,B,2020
1548,모나미,C,D,C,B,2021
1549,모나미,D,D,D,D,2022
1550,모나미,D,D,C,D,2023
1551,모나미,D,D,C,D,2024
1552,모나미,D,D,C,D,2024
1553,모나미,D,D,C,D,2024
1554,모나미,D,D,C,D,2024
1555,모나용평,B,C,B,B,2020
1556,모나용평,C,C,C,B,2021
1557,모나용평,D,C,D,D,2022
1558,모나용평,D,C,D,D,2023
1559,모나용평,D,C,D,D,2024
1560,모나용평,D,C,D,D,2024
1561,모나용평,D,C,D,D,2024
1562,모나용평,D,C,D,D,2024
1563,모토닉,B,B,B,B,2020
1564,모토닉,B,B,B,B+,2021
1565,모토닉,B,C,B,B+,2022
1566,모토닉,C,C,C,B,2023
1567,모토닉,C,C,C,B,2024
1568,모토닉,C,C,C,B,2024
1569,모토닉,C,C,C,B,2024
1570,모토닉,C,C,C,B,2024
1571,무림P&P,B+,B+,B+,B+,2020
1572,무림P&P,A,B+,A,A,2021
1573,무림P&P,B+,B,A,B+,2022
1574,무림P&P,B+,B+,A,B+,2023
1575,무림페이퍼,B+,B+,B+,B+,2020
1576,무림페이퍼,A,B+,B+,A,2021
1577,무림페이퍼,B,B,B+,B,2022
1578,무림페이퍼,B+,B+,A,B,2023
1579,무학,C,B,C,C,2020
1580,무학,B,D,B,B+,2021
1581,무학,C,D,C,B,2022
1582,무학,C,C,D,C,2023
1583,문배철강,C,D,C,B,2020
1584,문배철강,C,D,C,B,2021
1585,문배철강,D,D,D,C,2022
1586,문배철강,D,D,D,C,2023
1587,미래산업,B,B,C,B,2020
1588,미래산업,C,C,C,C,2021
1589,미래산업,D,D,D,D,2022
1590,미래산업,D,C,D,D,2023
1591,미래아이앤지,C,D,C,C,2020
1592,미래아이앤지,C,D,C,C,2021
1593,미래아이앤지,D,D,D,D,2022
1594,미래아이앤지,D,D,D,D,2023
1595,미래에셋생명,B,D,B+,B,2020
1596,미래에셋생명,B+,C,A+,B+,2021
1597,미래에셋생명,B+,B,A,B+,2022
1598,미래에셋생명,B+,B,B+,B+,2023
1599,미래에셋증권,A,B+,A+,B+,2020
1600,미래에셋증권,B+,A,A+,B,2021
1601,미래에셋증권,A,A,A+,B+,2022
1602,미래에셋증권,A,A,A+,B+,2023
1603,미원상사,C,D,B,B,2020
1604,미원상사,C,C,D,B,2021
1605,미원상사,C,C,D,C,2022
1606,미원상사,C,C,D,B,2023
1607,미원에스씨,C,C,C,B,2020
1608,미원에스씨,C,C,C,B+,2021
1609,미원에스씨,C,C,C,B,2022
1610,미원에스씨,C,B,B+,C,2023
1611,미원홀딩스,C,C,C,C,2020
1612,미원홀딩스,C,C,C,B,2021
1613,미원홀딩스,C,C,C,B,2022
1614,미원홀딩스,C,C,B,D,2023
1615,미원화학,C,C,C,C,2020
1616,미원화학,C,C,C,B+,2021
1617,미원화학,C,C,D,C,2022
1618,미원화학,C,C,C,C,2023
1619,미창석유공업,C,C,C,B,2020
1620,미창석유공업,C,C,C,B,2021
1621,미창석유공업,C,D,D,B,2022
1622,미창석유공업,D,C,D,D,2023
1623,방림,B,B,C,B,2020
1624,방림,C,C,C,B+,2021
1625,방림,D,D,D,C,2022
1626,방림,C,C,D,C,2023
1627,백광산업,C,B,C,D,2020
1628,백광산업,B,B,C,B,2021
1629,백광산업,D,C,D,D,2022
1630,백광산업,D,C,D,D,2023
1631,백산,C,C,B,B,2020
1632,백산,C,C,B,B,2021
1633,백산,D,D,D,D,2022
1634,백산,D,C,C,D,2023
1635,범양건영,C,D,C,B,2020
1636,범양건영,C,D,B,C,2021
1637,범양건영,D,D,C,D,2022
1638,범양건영,D,D,C,D,2023
1639,벽산,C,B,B,C,2020
1640,벽산,B,B+,B,B,2021
1641,벽산,D,C,C,D,2022
1642,벽산,C,B+,B+,D,2023
1643,보락,C,D,C,B,2020
1644,보락,C,D,C,B,2021
1645,보락,D,D,D,D,2022
1646,보락,D,D,D,C,2023
1647,보령,C,D,B,B,2020
1648,보령,B+,B,A,B+,2021
1649,보령,B+,B+,A,B,2022
1650,보령,B+,A,A,B,2023
1651,보해양조,B,B,B,B,2020
1652,보해양조,C,D,C,B,2021
1653,보해양조,D,D,D,C,2022
1654,보해양조,D,D,D,D,2023
1655,부광약품,C,D,C,B,2020
1656,부광약품,C,D,D,B+,2021
1657,부광약품,C,D,D,B,2022
1658,부광약품,B+,B,A,B+,2023
1659,부국증권,B,D,B,B,2020
1660,부국증권,C,D,B,C,2021
1661,부국증권,C,D,C,B,2022
1662,부국증권,C,D,B,C,2023
1663,부국철강,D,D,C,C,2020
1664,부국철강,C,D,C,B,2021
1665,부국철강,D,D,D,D,2022
1666,부국철강,D,D,D,D,2023
1667,부산산업,D,D,C,C,2020
1668,부산산업,C,D,D,B,2021
1669,부산산업,C,D,D,B,2022
1670,부산산업,D,C,D,D,2023
1671,부산주공,C,B,C,C,2020
1672,부산주공,C,B,D,B,2021
1673,부산주공,D,D,D,D,2022
1674,부산주공,C,C,C,C,2023
1675,비비안,C,D,B,B,2020
1676,비비안,D,D,C,C,2021
1677,비비안,D,D,D,D,2022
1678,비비안,D,D,D,D,2023
1679,비상교육,B,D,B+,B,2020
1680,비상교육,B,D,B+,B+,2021
1681,비상교육,B,D,B,B,2022
1682,비상교육,B,D,B,B,2023
1683,비에이치,NAN,NAN,NAN,NAN,2021
1684,비에이치,NAN,NAN,NAN,NAN,2022
1685,비에이치,NAN,NAN,NAN,NAN,2023
1686,비케이탑스,C,D,B,D,2020
1687,비케이탑스,C,D,C,C,2021
1688,비케이탑스,D,D,D,D,2022
1689,비케이탑스,D,D,D,D,2023
1690,빙그레,A,B+,A+,A,2020
1691,빙그레,A,A,A+,A,2021
1692,빙그레,A,A,A,B+,2022
1693,빙그레,A,A,A+,B+,2023
1694,빙그레,A,A,A+,B+,2024
1695,사조대림,C,D,B,B,2020
1696,사조대림,B+,C,A,B+,2021
1697,사조대림,C,B,B,D,2022
1698,사조대림,B,B+,A,C,2023
1699,사조대림,B,B+,A,C,2024
1700,사조동아원,C,D,C,B,2020
1701,사조동아원,B,C,B,B+,2021
1702,사조동아원,C,C,B+,C,2022
1703,사조동아원,C,B+,B,C,2023
1704,사조동아원,C,B+,B,C,2024
1705,사조산업,D,D,C,D,2020
1706,사조산업,B,C,B,B+,2021
1707,사조산업,C,C,B,D,2022
1708,사조산업,B,B+,B+,C,2023
1709,사조산업,B,B+,B+,C,2024
1710,사조씨푸드,C,D,B,B,2020
1711,사조씨푸드,B,C,B+,B+,2021
1712,사조씨푸드,C,D,B,B,2022
1713,사조씨푸드,B,B,B+,B,2023
1714,사조씨푸드,B,B,B+,B,2024
1715,사조오양,C,D,B,C,2020
1716,사조오양,C,D,B,C,2021
1717,사조오양,C,C,B,D,2022
1718,사조오양,C,B,B+,C,2023
1719,사조오양,C,B,B+,C,2024
1720,삼부토건,C,C,B,B,2020
1721,삼부토건,C,C,D,B+,2021
1722,삼부토건,D,D,D,C,2022
1723,삼부토건,C,C,C,C,2023
1724,삼부토건,C,C,C,C,2024
1725,삼성E&A,A,A,A+,A,2020
1726,삼성E&A,A,A,A+,A,2021
1727,삼성E&A,A,A,A+,B+,2022
1728,삼성E&A,A,A+,A+,A,2023
1729,삼성E&A,A,A+,A+,A,2024
1730,삼성SDI,A,A,A,B+,2020
1731,삼성SDI,A,A,A+,B+,2021
1732,삼성SDI,A,A,A+,B+,2022
1733,삼성SDI,A,A+,A+,B+,2023
1734,삼성SDI,A,A+,A+,B+,2024
1735,삼성공조,C,C,C,B,2020
1736,삼성공조,C,C,C,B,2021
1737,삼성공조,C,D,C,B,2022
1738,삼성공조,C,C,C,C,2023
1739,삼성공조,C,C,C,C,2024
1740,삼성물산,A,A+,A,B+,2020
1741,삼성물산,A,A,A+,A,2021
1742,삼성물산,A,A,A,A,2022
1743,삼성물산,A+,A+,A+,A+,2023
1744,삼성물산,A+,A+,A+,A+,2024
1745,삼성바이오로직스,B+,B,A,B+,2020
1746,삼성바이오로직스,A,A,A+,A,2021
1747,삼성바이오로직스,A,A,A+,A,2022
1748,삼성바이오로직스,A+,A,A,A+,2023
1749,삼성바이오로직스,A+,A,A,A+,2024
1750,삼성생명,B+,A,A,B+,2020
1751,삼성생명,A,A,A+,B+,2021
1752,삼성생명,A,A,A+,B+,2022
1753,삼성생명,A,A+,A+,B+,2023
1754,삼성생명,A,A+,A+,B+,2024
1755,삼성에스디에스,A,B+,A+,A,2020
1756,삼성에스디에스,A,A,A+,A,2021
1757,삼성에스디에스,A,A,A+,A,2022
1758,삼성에스디에스,A,A,A+,B+,2023
1759,삼성에스디에스,A,A,A+,B+,2024
1760,삼성전기,A,A,A+,B+,2020
1761,삼성전기,A,A,A+,B+,2021
1762,삼성전기,A,A,A+,A,2022
1763,삼성전기,A,A,A+,A,2023
1764,삼성전기,A,A,A+,A,2024
1765,삼성전자,B,A,A+,C,2020
1766,삼성전자,B+,A,A+,B,2021
1767,삼성전자,A,A,A+,B+,2022
1768,삼성전자,A,A,A+,B+,2023
1769,삼성전자,A,A,A+,B+,2024
1770,삼성제약,C,B,C,D,2020
1771,삼성제약,C,D,C,B,2021
1772,삼성제약,D,D,D,D,2022
1773,삼성제약,D,D,D,C,2023
1774,삼성제약,D,D,D,C,2024
1775,삼성중공업,B+,B+,B,A,2020
1776,삼성중공업,B+,B,A,B+,2021
1777,삼성중공업,B+,B+,B+,B+,2022
1778,삼성중공업,A,A,A+,B+,2023
1779,삼성중공업,A,A,A+,B+,2024
1780,삼성증권,B+,B,A+,B,2020
1781,삼성증권,A,A,A+,B+,2021
1782,삼성증권,A,A,A+,B+,2022
1783,삼성증권,B+,A,A+,B,2023
1784,삼성증권,B+,A,A+,B,2024
1785,삼성출판사,C,D,C,B,2020
1786,삼성출판사,C,D,D,B+,2021
1787,삼성출판사,C,D,D,B+,2022
1788,삼성출판사,C,D,D,B,2023
1789,삼성출판사,C,D,D,B,2024
1790,삼성카드,B,D,B+,B+,2020
1791,삼성카드,A,A+,A+,A,2021
1792,삼성카드,A,A,A+,A,2022
1793,삼성카드,A,A+,A+,A,2023
1794,삼성카드,A,A+,A+,A,2024
1795,삼성화재해상보험,A,A+,A+,A,2020
1796,삼성화재해상보험,A,A+,A+,B+,2021
1797,삼성화재해상보험,A,A,A,A,2022
1798,삼성화재해상보험,A,A,A+,A,2023
1799,삼성화재해상보험,A,A,A+,A,2024
1800,삼아알미늄,B,B,C,B,2020
1801,삼아알미늄,B,B,C,B+,2021
1802,삼아알미늄,C,D,D,B,2022
1803,삼아알미늄,C,C,D,C,2023
1804,삼아알미늄,C,C,D,C,2024
1805,삼양사,B+,B+,B+,B,2020
1806,삼양사,A,A,A,B+,2021
1807,삼양사,B+,B+,A,B,2022
1808,삼양사,B+,A+,A,B,2023
1809,삼양사,B+,A+,A,B,2024
1810,삼양식품,B,B,B,B,2020
1811,삼양식품,A,A,A+,A,2021
1812,삼양식품,B+,A,A+,B,2022
1813,삼양식품,A,A,A+,A,2023
1814,삼양식품,A,A,A+,A,2024
1815,삼양통상,C,B,C,D,2020
1816,삼양통상,B,C,C,B+,2021
1817,삼양통상,C,D,D,B,2022
1818,삼양통상,C,C,D,B+,2023
1819,삼양통상,C,C,D,B+,2024
1820,삼양패키징,C,C,B+,C,2020
1821,삼양패키징,B+,B,B+,B+,2021
1822,삼양패키징,B,C,B+,B,2022
1823,삼양패키징,B,B+,B+,C,2023
1824,삼양패키징,B,B+,B+,C,2024
1825,삼양홀딩스,B+,B,B+,B+,2020
1826,삼양홀딩스,B+,A,A,B,2021
1827,삼양홀딩스,B+,B+,A,B,2022
1828,삼양홀딩스,B+,A,A,B+,2023
1829,삼양홀딩스,B+,A,A,B+,2024
1830,삼영,C,B,C,C,2020
1831,삼영,B,B,C,B,2021
1832,삼영,C,C,D,C,2022
1833,삼영,C,C,D,C,2023
1834,삼영,C,C,D,C,2024
1835,삼영무역,C,D,C,C,2020
1836,삼영무역,B,D,C,B+,2021
1837,삼영무역,B,D,C,B+,2022
1838,삼영무역,C,D,D,B+,2023
1839,삼영무역,C,D,D,B+,2024
1840,삼영전자공업,B+,B+,B+,B,2020
1841,삼영전자공업,B,B,B,B+,2021
1842,삼영전자공업,C,C,D,C,2022
1843,삼영전자공업,D,C,C,D,2023
1844,삼영전자공업,D,C,C,D,2024
1845,삼원강재,B,B+,C,B,2020
1846,삼원강재,C,B,D,B,2021
1847,삼원강재,C,C,D,C,2022
1848,삼원강재,B,B,B,B+,2023
1849,삼원강재,B,B,B,B+,2024
1850,삼익THK,B+,B,B,B+,2020
1851,삼익THK,B+,B,B,B+,2021
1852,삼익THK,C,C,C,C,2022
1853,삼익THK,C,C,C,B,2023
1854,삼익THK,C,C,C,B,2024
1855,삼익악기,C,D,C,B,2020
1856,삼익악기,C,D,C,B+,2021
1857,삼익악기,D,C,D,D,2022
1858,삼익악기,C,C,D,C,2023
1859,삼익악기,C,C,D,C,2024
1860,삼일씨엔에스,B,C,B,B+,2020
1861,삼일씨엔에스,B,C,B,B+,2021
1862,삼일씨엔에스,D,D,D,D,2022
1863,삼일씨엔에스,D,C,D,D,2023
1864,삼일씨엔에스,D,C,D,D,2024
1865,삼일제약,B,D,B+,B,2020
1866,삼일제약,B,D,B,B+,2021
1867,삼일제약,D,D,D,C,2022
1868,삼일제약,C,D,C,C,2023
1869,삼일제약,C,D,C,C,2024
1870,삼정펄프,C,C,B,C,2020
1871,삼정펄프,C,C,D,B,2021
1872,삼정펄프,D,D,C,D,2022
1873,삼정펄프,D,C,C,D,2023
1874,삼정펄프,D,C,C,D,2024
1875,삼진제약,B,D,B+,B,2020
1876,삼진제약,B,D,B,B+,2021
1877,삼진제약,D,D,D,D,2022
1878,삼진제약,C,D,D,B+,2023
1879,삼진제약,C,D,D,B+,2024
1880,삼천리,B+,B+,A,B+,2020
1881,삼천리,B+,B,A,B+,2021
1882,삼천리,C,C,B+,C,2022
1883,삼천리,C,B,B,C,2023
1884,삼천리,C,B,B,C,2024
1885,삼호개발,D,D,C,C,2020
1886,삼호개발,C,D,D,B,2021
1887,삼호개발,B,C,B+,B,2022
1888,삼호개발,B+,B,A,B+,2023
1889,삼호개발,B+,B,A,B+,2024
1890,삼화왕관,B,B,C,B,2020
1891,삼화왕관,B,B,C,B,2021
