,회사명,종합등급,환경,사회,지배구조,연도
3838,혜인,B,B,B,B,2021
3839,혜인,D,D,D,D,2022
3840,혜인,D,D,D,D,2023
3841,혜인,D,D,D,D,2024
3842,호전실업,C,D,C,B+,2020
3843,호전실업,C,D,C,B+,2021
3844,호전실업,D,D,D,C,2022
3845,호전실업,C,D,D,B,2023
3846,호전실업,C,D,D,B,2024
3847,호텔신라,A,A,A,A,2020
3848,호텔신라,A,B+,A+,A,2021
3849,호텔신라,A,B+,A,A,2022
3850,호텔신라,A,A,A,A,2023
3851,호텔신라,A,A,A,A,2024
3852,화승알앤에이,B,B,B+,B,2023
3853,화승알앤에이,B,B,B+,B,2024
3854,화승엔터프라이즈,B+,B+,B,A,2020
3855,화승엔터프라이즈,B+,B,B+,A,2021
3856,화승엔터프라이즈,B+,B,B,A,2022
3857,화승엔터프라이즈,B+,B+,B+,B+,2023
3858,화승엔터프라이즈,B+,B+,B+,B+,2024
3859,화승인더스트리,B,B,B,B+,2020
3860,화승인더스트리,B+,B,B+,A,2021
3861,화승인더스트리,C,C,C,B+,2022
3862,화승인더스트리,B+,B+,B+,B+,2023
3863,화승인더스트리,B+,B+,B+,B+,2024
3864,화승코퍼레이션,B+,B+,B,B+,2020
3865,화승코퍼레이션,B+,B+,B,B+,2021
3866,화승코퍼레이션,C,C,C,B,2022
3867,화승코퍼레이션,B,C,B,B+,2023
3868,화승코퍼레이션,B,C,B,B+,2024
3869,화신,C,D,B+,B,2020
3870,화신,B+,B+,A,B+,2021
3871,화신,C,C,A,C,2022
3872,화신,B+,B,A,B,2023
3873,화신,B+,B,A,B,2024
3874,화인베스틸,B,B,C,B,2020
3875,화인베스틸,B,B,C,B,2021
3876,화인베스틸,D,C,D,D,2022
3877,화인베스틸,D,C,C,D,2023
3878,화인베스틸,D,C,C,D,2024
3879,화천기계,C,B,B,C,2020
3880,화천기계,C,D,C,B,2021
3881,화천기계,D,D,D,D,2022
3882,화천기계,C,D,C,C,2023
3883,화천기계,C,D,C,C,2024
3884,화천기공,C,D,C,B,2020
3885,화천기공,B,D,B,B+,2021
3886,화천기공,D,D,D,C,2022
3887,화천기공,C,D,C,C,2023
3888,화천기공,C,D,C,C,2024
3889,환인제약,B,D,B+,B+,2020
3890,환인제약,B,D,B,B+,2021
3891,환인제약,B,D,B+,B+,2022
3892,환인제약,B,C,C,B+,2023
3893,환인제약,B,C,C,B+,2024
3894,황금에스티,D,D,C,C,2020
3895,황금에스티,C,D,C,B,2021
3896,황금에스티,C,D,D,B,2022
3897,황금에스티,C,D,D,B,2023
3898,황금에스티,C,D,D,B,2024
3899,효성,B+,A,A+,B,2020
3900,효성,A,A,A+,B+,2021
3901,효성,B+,A,A+,B,2022
3902,효성,A,A,A+,B+,2023
3903,효성,A,A,A+,B+,2024
3904,효성 ITX,B+,C,B+,B+,2020
3905,효성 ITX,B+,C,B+,B+,2021
3906,효성 ITX,B+,B,A,B+,2022
3907,효성 ITX,B+,B+,A+,B,2023
3908,효성 ITX,B+,B+,A+,B,2024
3909,효성중공업,A,A,A+,A,2020
3910,효성중공업,A,A,A+,A,2021
3911,효성중공업,A,A,A+,B+,2022
3912,효성중공업,A,A,A+,B+,2023
3913,효성중공업,A,A,A+,B+,2024
3914,효성티앤씨,A+,A+,A+,A,2020
3915,효성티앤씨,A,A,A+,A,2021
3916,효성티앤씨,A,A,A+,B+,2022
3917,효성티앤씨,A,A+,A+,B+,2023
3918,효성티앤씨,A,A+,A+,B+,2024
3919,효성화학,A+,A+,A+,A,2020
3920,효성화학,A,A,A+,A,2021
3921,효성화학,A,A,A+,B+,2022
3922,효성화학,A,A,A+,B+,2023
3923,효성화학,A,A,A+,B+,2024
3924,후성,C,B,C,C,2020
3925,후성,B+,A,B,B,2021
3926,후성,B,B,B+,B,2022
3927,후성,B+,A,A,B,2023
3928,후성,B+,A,A,B,2024
3929,휠라홀딩스,B+,B,B+,B+,2020
3930,휠라홀딩스,A,B+,A+,A,2021
3931,휠라홀딩스,B+,B,A,B+,2022
3932,휠라홀딩스,A,A,A,B+,2023
3933,휠라홀딩스,A,A,A,B+,2024
3934,휴니드테크놀러지스,C,C,B,B,2020
3935,휴니드테크놀러지스,B,C,B+,B+,2021
3936,휴니드테크놀러지스,D,D,C,C,2022
3937,휴니드테크놀러지스,D,C,D,D,2023
3938,휴니드테크놀러지스,D,C,D,D,2024
3939,휴비스,B+,B+,B+,B+,2020
3940,휴비스,A,B+,A+,A,2021
3941,휴비스,B+,B+,A,B+,2022
3942,휴비스,A,B+,A+,B+,2023
3943,휴비스,A,B+,A+,B+,2024
3944,휴스틸,C,B,B,C,2020
3945,휴스틸,C,C,C,B,2021
3946,휴스틸,D,D,D,C,2022
3947,휴스틸,C,C,C,C,2023
3948,휴스틸,C,C,C,C,2024
3949,흥국화재,B,D,A,B,2020
3950,흥국화재,B+,B,A,B,2021
3951,흥국화재,B+,C,B+,B+,2022
3952,흥국화재,B+,B,B+,B+,2023
3953,흥국화재,B+,B,B+,B+,2024
3954,흥아해운,D,D,C,D,2020
3955,흥아해운,D,D,C,D,2021
3956,흥아해운,C,C,B,C,2022
3957,흥아해운,B,B,B+,B,2023
3958,흥아해운,B,B,B+,B,2024
